cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,encoder,species,organ,target,seed,ratio,n_genes
immature innate lymphoid cell.,24,train_mean,0.3896889090538025,0.0937922075390815,conch,human,skin,HSDX009,2,1.0,90
intestinal epithelial cell.,75,image,0.7891403436660767,0.0645444169640541,conch,human,skin,HSDX009,2,1.0,90
intestinal epithelial cell.,75,train_mean,0.3764332234859466,0.1083520725369453,conch,human,skin,HSDX009,2,1.0,90
kidney collecting duct principal cell.,89,image,0.7607723474502563,0.0607064105570316,conch,human,skin,HSDX009,2,1.0,90
kidney collecting duct principal cell.,89,train_mean,0.4350175559520721,0.0958485379815101,conch,human,skin,HSDX009,2,1.0,90
kidney loop of Henle thick ascending limb epithelial cell.,60,image,0.4437223672866821,0.033242791891098,conch,human,skin,HSDX009,2,1.0,90
kidney loop of Henle thick ascending limb epithelial cell.,60,train_mean,0.4238218665122986,0.0877548828721046,conch,human,skin,HSDX009,2,1.0,90
kidney proximal convoluted tubule epithelial cell.,55,image,0.6943880319595337,0.0252391193062067,conch,human,skin,HSDX009,2,1.0,90
kidney proximal convoluted tubule epithelial cell.,55,train_mean,0.4301066994667053,0.0893354192376136,conch,human,skin,HSDX009,2,1.0,90
macrophage.,719,image,0.3858267366886139,0.0630624070763588,conch,human,skin,HSDX009,2,1.0,90
macrophage.,719,train_mean,0.354141891002655,0.0844107717275619,conch,human,skin,HSDX009,2,1.0,90
malignant cell.,117,image,0.9006006717681885,0.0588662140071392,conch,human,skin,HSDX009,2,1.0,90
malignant cell.,117,train_mean,0.5189099311828613,0.104864478111267,conch,human,skin,HSDX009,2,1.0,90
myeloid cell.,108,image,0.3959041535854339,0.0661951750516891,conch,human,skin,HSDX009,2,1.0,90
myeloid cell.,108,train_mean,0.3754634261131286,0.0827705040574073,conch,human,skin,HSDX009,2,1.0,90
native cell.,26,image,0.4168269336223602,0.0436408594250679,conch,human,skin,HSDX009,2,1.0,90
native cell.,26,train_mean,0.3683190047740936,0.088832713663578,conch,human,skin,HSDX009,2,1.0,90
natural killer cell.,27,image,0.1749734729528427,0.0534038543701171,conch,human,skin,HSDX009,2,1.0,90
natural killer cell.,27,train_mean,0.1387088298797607,0.0896246433258056,conch,human,skin,HSDX009,2,1.0,90
neuron.,36,image,0.2281641364097595,0.040744598954916,conch,human,skin,HSDX009,2,1.0,90
neuron.,36,train_mean,0.230259358882904,0.0945275649428367,conch,human,skin,HSDX009,2,1.0,90
smooth muscle cell.,522,image,0.869895339012146,0.0402337685227394,conch,human,skin,HSDX009,2,1.0,90
smooth muscle cell.,522,train_mean,0.4907865524291992,0.07900071144104,conch,human,skin,HSDX009,2,1.0,90
stromal cell of ovary.,107,image,0.4842370152473449,0.030427211895585,conch,human,skin,HSDX009,2,1.0,90
stromal cell of ovary.,107,train_mean,0.27397221326828,0.0890478566288948,conch,human,skin,HSDX009,2,1.0,90
stromal cell.,659,image,0.8952333927154541,0.0379707254469394,conch,human,skin,HSDX009,2,1.0,90
stromal cell.,659,train_mean,0.5556285977363586,0.07469392567873,conch,human,skin,HSDX009,2,1.0,90
unknown,12000,image,0.9256018996238708,0.0380641296505928,conch,human,skin,HSDX009_2,0,1.0,90
unknown,12000,train_mean,0.6281773447990417,0.0725802779197692,conch,human,skin,HSDX009_2,0,1.0,90
unknown,12000,image,0.9295447468757628,0.0381582081317901,conch,human,skin,HSDX009_2,1,1.0,90
unknown,12000,train_mean,0.6281773447990417,0.0725802779197692,conch,human,skin,HSDX009_2,1,1.0,90
unknown,12000,image,0.9254956245422364,0.0384999066591262,conch,human,skin,HSDX009_2,2,1.0,90
unknown,12000,train_mean,0.6281773447990417,0.0725802779197692,conch,human,skin,HSDX009_2,2,1.0,90
B cell.,24,image,0.1050151288509368,0.1654756367206573,conch,human,skin,HSPD012,0,1.0,87
B cell.,24,train_mean,-0.0120187420397996,0.1742883026599884,conch,human,skin,HSPD012,0,1.0,87
"CD8-positive, alpha-beta T cell.",112,image,0.2794499397277832,0.1338472515344619,conch,human,skin,HSPD012,0,1.0,87
"CD8-positive, alpha-beta T cell.",112,train_mean,0.0081585980951786,0.1502919644117355,conch,human,skin,HSPD012,0,1.0,87
T cell.,1486,image,0.2862828075885772,0.1676235347986221,conch,human,skin,HSPD012,0,1.0,87
T cell.,1486,train_mean,0.0400407277047634,0.1855966001749038,conch,human,skin,HSPD012,0,1.0,87
basal cell of epidermis.,239,image,0.7360880374908447,0.2636135220527649,conch,human,skin,HSPD012,0,1.0,87
basal cell of epidermis.,239,train_mean,0.6986440420150757,0.2886134088039398,conch,human,skin,HSPD012,0,1.0,87
basal cell.,64,image,0.7536017894744873,0.2315627932548523,conch,human,skin,HSPD012,0,1.0,87
basal cell.,64,train_mean,0.8139244318008423,0.2503560483455658,conch,human,skin,HSPD012,0,1.0,87
classical monocyte.,92,image,0.216388925909996,0.136752113699913,conch,human,skin,HSPD012,0,1.0,87
classical monocyte.,92,train_mean,-0.0037928787060081,0.1511126309633255,conch,human,skin,HSPD012,0,1.0,87
cultured cell.,52,image,0.7770819067955017,0.2210958153009414,conch,human,skin,HSPD012,0,1.0,87
cultured cell.,52,train_mean,0.6464555859565735,0.2588857114315033,conch,human,skin,HSPD012,0,1.0,87
dendritic cell.,53,image,0.2064579576253891,0.1558399498462677,conch,human,skin,HSPD012,0,1.0,87
dendritic cell.,53,train_mean,0.0316740497946739,0.1701329052448272,conch,human,skin,HSPD012,0,1.0,87
endothelial cell of vascular tree.,49,image,0.711919367313385,0.1316718161106109,conch,human,skin,HSPD012,0,1.0,87
endothelial cell of vascular tree.,49,train_mean,0.6249434351921082,0.1437762826681137,conch,human,skin,HSPD012,0,1.0,87
endothelial cell.,1051,image,0.6474511027336121,0.143993854522705,conch,human,skin,HSPD012,0,1.0,87
endothelial cell.,1051,train_mean,0.5060316324234009,0.1600343436002731,conch,human,skin,HSPD012,0,1.0,87
epithelial cell of esophagus.,283,image,0.8463907837867737,0.061138167977333,conch,human,skin,HSPD012,0,1.0,87
epithelial cell of esophagus.,283,train_mean,0.5096076726913452,0.093254804611206,conch,human,skin,HSPD012,0,1.0,87
epithelial cell of proximal tubule.,33,image,0.7455509901046753,0.1301513910293579,conch,human,skin,HSPD012,0,1.0,87
epithelial cell of proximal tubule.,33,train_mean,0.2674174010753631,0.1640030741691589,conch,human,skin,HSPD012,0,1.0,87
epithelial cell.,69,image,0.7788300514221191,0.1337893605232238,conch,human,skin,HSPD012,0,1.0,87
epithelial cell.,69,train_mean,0.7834240794181824,0.1521755903959274,conch,human,skin,HSPD012,0,1.0,87
fibroblast of cardiac tissue.,157,image,0.7958420515060425,0.1468568295240402,conch,human,skin,HSPD012,0,1.0,87
fibroblast of cardiac tissue.,157,train_mean,0.5816805958747864,0.1660058051347732,conch,human,skin,HSPD012,0,1.0,87
fibroblast.,1862,image,0.7470889091491699,0.1373388469219207,conch,human,skin,HSPD012,0,1.0,87
fibroblast.,1862,train_mean,0.6321830153465271,0.1534193754196167,conch,human,skin,HSPD012,0,1.0,87
immature innate lymphoid cell.,26,image,0.5327588319778442,0.1689271479845047,conch,human,skin,HSPD012,0,1.0,87
immature innate lymphoid cell.,26,train_mean,0.362434834241867,0.1869386881589889,conch,human,skin,HSPD012,0,1.0,87
keratinocyte.,171,image,0.8576250672340393,0.0822017565369606,conch,human,skin,HSPD012,0,1.0,87
keratinocyte.,171,train_mean,0.6392829418182373,0.1044283285737037,conch,human,skin,HSPD012,0,1.0,87
macrophage.,2784,image,0.5935357809066772,0.1505021303892135,conch,human,skin,HSPD012,0,1.0,87
macrophage.,2784,train_mean,0.4680110216140747,0.1705531477928161,conch,human,skin,HSPD012,0,1.0,87
malignant cell.,1416,image,0.6885379552841187,0.2507869005203247,conch,human,skin,HSPD012,0,1.0,87
malignant cell.,1416,train_mean,0.6215333342552185,0.2884954512119293,conch,human,skin,HSPD012,0,1.0,87
melanocyte.,972,image,0.6412465572357178,0.29677414894104,conch,human,skin,HSPD012,0,1.0,87
melanocyte.,972,train_mean,0.6012484431266785,0.335483968257904,conch,human,skin,HSPD012,0,1.0,87
monocyte.,230,image,0.2939495146274566,0.2106506526470184,conch,human,skin,HSPD012,0,1.0,87
monocyte.,230,train_mean,0.0914468243718147,0.2285334169864654,conch,human,skin,HSPD012,0,1.0,87
natural killer cell.,102,image,0.1242365688085556,0.1682290732860565,conch,human,skin,HSPD012,0,1.0,87
natural killer cell.,102,train_mean,-0.0625655353069305,0.1811670362949371,conch,human,skin,HSPD012,0,1.0,87
oligodendrocyte.,412,image,0.6254242062568665,0.2573859691619873,conch,human,skin,HSPD012,0,1.0,87
oligodendrocyte.,412,train_mean,0.5614548921585083,0.2925345599651336,conch,human,skin,HSPD012,0,1.0,87
smooth muscle cell.,82,image,0.7395172715187073,0.0770267322659492,conch,human,skin,HSPD012,0,1.0,87
smooth muscle cell.,82,train_mean,0.825516402721405,0.0742927193641662,conch,human,skin,HSPD012,0,1.0,87
stratified epithelial cell.,42,image,0.4198609888553619,0.1900108903646469,conch,human,skin,HSPD012,0,1.0,87
stratified epithelial cell.,42,train_mean,0.3538283109664917,0.2010978758335113,conch,human,skin,HSPD012,0,1.0,87
B cell.,24,image,0.0982181429862976,0.1661811769008636,conch,human,skin,HSPD012,1,1.0,87
B cell.,24,train_mean,-0.0120187420397996,0.1742883026599884,conch,human,skin,HSPD012,1,1.0,87
"CD8-positive, alpha-beta T cell.",112,image,0.2675970196723938,0.1346812546253204,conch,human,skin,HSPD012,1,1.0,87
"CD8-positive, alpha-beta T cell.",112,train_mean,0.0081585980951786,0.1502919644117355,conch,human,skin,HSPD012,1,1.0,87
T cell.,1486,image,0.2709731757640838,0.1682090908288955,conch,human,skin,HSPD012,1,1.0,87
T cell.,1486,train_mean,0.0400407277047634,0.1855966001749038,conch,human,skin,HSPD012,1,1.0,87
basal cell of epidermis.,239,image,0.743328332901001,0.2608579993247986,conch,human,skin,HSPD012,1,1.0,87
basal cell of epidermis.,239,train_mean,0.6986440420150757,0.2886134088039398,conch,human,skin,HSPD012,1,1.0,87
basal cell.,64,image,0.7685885429382324,0.2284564524888992,conch,human,skin,HSPD012,1,1.0,87
basal cell.,64,train_mean,0.8139244318008423,0.2503560483455658,conch,human,skin,HSPD012,1,1.0,87
classical monocyte.,92,image,0.201748326420784,0.137731060385704,conch,human,skin,HSPD012,1,1.0,87
classical monocyte.,92,train_mean,-0.0037928787060081,0.1511126309633255,conch,human,skin,HSPD012,1,1.0,87
cultured cell.,52,image,0.7830494046211243,0.218560591340065,conch,human,skin,HSPD012,1,1.0,87
cultured cell.,52,train_mean,0.6464555859565735,0.2588857114315033,conch,human,skin,HSPD012,1,1.0,87
dendritic cell.,53,image,0.1954314559698104,0.1563409119844436,conch,human,skin,HSPD012,1,1.0,87
dendritic cell.,53,train_mean,0.0316740497946739,0.1701329052448272,conch,human,skin,HSPD012,1,1.0,87
endothelial cell of vascular tree.,49,image,0.7051701545715332,0.1316123008728027,conch,human,skin,HSPD012,1,1.0,87
endothelial cell of vascular tree.,49,train_mean,0.6249434351921082,0.1437762826681137,conch,human,skin,HSPD012,1,1.0,87
endothelial cell.,1051,image,0.6452865600585938,0.1435233056545257,conch,human,skin,HSPD012,1,1.0,87
endothelial cell.,1051,train_mean,0.5060316324234009,0.1600343436002731,conch,human,skin,HSPD012,1,1.0,87
epithelial cell of esophagus.,283,image,0.8324857354164124,0.0618955940008163,conch,human,skin,HSPD012,1,1.0,87
epithelial cell of esophagus.,283,train_mean,0.5096076726913452,0.093254804611206,conch,human,skin,HSPD012,1,1.0,87
epithelial cell of proximal tubule.,33,image,0.7272587418556213,0.1305676251649856,conch,human,skin,HSPD012,1,1.0,87
epithelial cell of proximal tubule.,33,train_mean,0.2674174010753631,0.1640030741691589,conch,human,skin,HSPD012,1,1.0,87
epithelial cell.,69,image,0.7854650616645813,0.1317255049943924,conch,human,skin,HSPD012,1,1.0,87
epithelial cell.,69,train_mean,0.7834240794181824,0.1521755903959274,conch,human,skin,HSPD012,1,1.0,87
fibroblast of cardiac tissue.,157,image,0.7871060371398926,0.1475536525249481,conch,human,skin,HSPD012,1,1.0,87
fibroblast of cardiac tissue.,157,train_mean,0.5816805958747864,0.1660058051347732,conch,human,skin,HSPD012,1,1.0,87
fibroblast.,1862,image,0.7389512658119202,0.1376227140426635,conch,human,skin,HSPD012,1,1.0,87
fibroblast.,1862,train_mean,0.6321830153465271,0.1534193754196167,conch,human,skin,HSPD012,1,1.0,87
immature innate lymphoid cell.,26,image,0.5207410454750061,0.1696045249700546,conch,human,skin,HSPD012,1,1.0,87
immature innate lymphoid cell.,26,train_mean,0.362434834241867,0.1869386881589889,conch,human,skin,HSPD012,1,1.0,87
keratinocyte.,171,image,0.8575630784034729,0.0809474885463714,conch,human,skin,HSPD012,1,1.0,87
keratinocyte.,171,train_mean,0.6392829418182373,0.1044283285737037,conch,human,skin,HSPD012,1,1.0,87
macrophage.,2784,image,0.5909509062767029,0.149783506989479,conch,human,skin,HSPD012,1,1.0,87
macrophage.,2784,train_mean,0.4680110216140747,0.1705531477928161,conch,human,skin,HSPD012,1,1.0,87
malignant cell.,1416,image,0.7048489451408386,0.2462367266416549,conch,human,skin,HSPD012,1,1.0,87
malignant cell.,1416,train_mean,0.6215333342552185,0.2884954512119293,conch,human,skin,HSPD012,1,1.0,87
melanocyte.,972,image,0.6591760516166687,0.2917881906032562,conch,human,skin,HSPD012,1,1.0,87
melanocyte.,972,train_mean,0.6012484431266785,0.335483968257904,conch,human,skin,HSPD012,1,1.0,87
monocyte.,230,image,0.2816987037658691,0.2109088003635406,conch,human,skin,HSPD012,1,1.0,87
monocyte.,230,train_mean,0.0914468243718147,0.2285334169864654,conch,human,skin,HSPD012,1,1.0,87
natural killer cell.,102,image,0.1154694259166717,0.1687766313552856,conch,human,skin,HSPD012,1,1.0,87
natural killer cell.,102,train_mean,-0.0625655353069305,0.1811670362949371,conch,human,skin,HSPD012,1,1.0,87
oligodendrocyte.,412,image,0.6438805460929871,0.2528378367424011,conch,human,skin,HSPD012,1,1.0,87
oligodendrocyte.,412,train_mean,0.5614548921585083,0.2925345599651336,conch,human,skin,HSPD012,1,1.0,87
smooth muscle cell.,82,image,0.724830687046051,0.0781643837690353,conch,human,skin,HSPD012,1,1.0,87
smooth muscle cell.,82,train_mean,0.825516402721405,0.0742927193641662,conch,human,skin,HSPD012,1,1.0,87
stratified epithelial cell.,42,image,0.4237679839134216,0.1894018352031707,conch,human,skin,HSPD012,1,1.0,87
stratified epithelial cell.,42,train_mean,0.3538283109664917,0.2010978758335113,conch,human,skin,HSPD012,1,1.0,87
B cell.,24,image,0.0891949832439422,0.1671843379735946,conch,human,skin,HSPD012,2,1.0,87
B cell.,24,train_mean,-0.0120187420397996,0.1742883026599884,conch,human,skin,HSPD012,2,1.0,87
"CD8-positive, alpha-beta T cell.",112,image,0.2338109761476516,0.1368844658136367,conch,human,skin,HSPD012,2,1.0,87
"CD8-positive, alpha-beta T cell.",112,train_mean,0.0081585980951786,0.1502919644117355,conch,human,skin,HSPD012,2,1.0,87
T cell.,1486,image,0.2489395290613174,0.1694181710481643,conch,human,skin,HSPD012,2,1.0,87
T cell.,1486,train_mean,0.0400407277047634,0.1855966001749038,conch,human,skin,HSPD012,2,1.0,87
basal cell of epidermis.,239,image,0.7465524077415466,0.2607239484786987,conch,human,skin,HSPD012,2,1.0,87
basal cell of epidermis.,239,train_mean,0.6986440420150757,0.2886134088039398,conch,human,skin,HSPD012,2,1.0,87
basal cell.,64,image,0.7713289260864258,0.2285822033882141,conch,human,skin,HSPD012,2,1.0,87
basal cell.,64,train_mean,0.8139244318008423,0.2503560483455658,conch,human,skin,HSPD012,2,1.0,87
classical monocyte.,92,image,0.1728760153055191,0.1399920582771301,conch,human,skin,HSPD012,2,1.0,87
classical monocyte.,92,train_mean,-0.0037928787060081,0.1511126309633255,conch,human,skin,HSPD012,2,1.0,87
cultured cell.,52,image,0.7881253957748413,0.2169971168041229,conch,human,skin,HSPD012,2,1.0,87
cultured cell.,52,train_mean,0.6464555859565735,0.2588857114315033,conch,human,skin,HSPD012,2,1.0,87
dendritic cell.,53,image,0.1695117950439453,0.1579969674348831,conch,human,skin,HSPD012,2,1.0,87
dendritic cell.,53,train_mean,0.0316740497946739,0.1701329052448272,conch,human,skin,HSPD012,2,1.0,87
endothelial cell of vascular tree.,49,image,0.7044228911399841,0.1322470009326934,conch,human,skin,HSPD012,2,1.0,87
endothelial cell of vascular tree.,49,train_mean,0.6249434351921082,0.1437762826681137,conch,human,skin,HSPD012,2,1.0,87
endothelial cell.,1051,image,0.630265474319458,0.1446180939674377,conch,human,skin,HSPD012,2,1.0,87
endothelial cell.,1051,train_mean,0.5060316324234009,0.1600343436002731,conch,human,skin,HSPD012,2,1.0,87
epithelial cell of esophagus.,283,image,0.8352643847465515,0.0615684241056442,conch,human,skin,HSPD012,2,1.0,87
epithelial cell of esophagus.,283,train_mean,0.5096076726913452,0.093254804611206,conch,human,skin,HSPD012,2,1.0,87
epithelial cell of proximal tubule.,33,image,0.7218682765960693,0.131667286157608,conch,human,skin,HSPD012,2,1.0,87
epithelial cell of proximal tubule.,33,train_mean,0.2674174010753631,0.1640030741691589,conch,human,skin,HSPD012,2,1.0,87
epithelial cell.,69,image,0.790600597858429,0.1315019279718399,conch,human,skin,HSPD012,2,1.0,87
epithelial cell.,69,train_mean,0.7834240794181824,0.1521755903959274,conch,human,skin,HSPD012,2,1.0,87
fibroblast of cardiac tissue.,157,image,0.7866897583007812,0.1478169858455658,conch,human,skin,HSPD012,2,1.0,87
fibroblast of cardiac tissue.,157,train_mean,0.5816805958747864,0.1660058051347732,conch,human,skin,HSPD012,2,1.0,87
fibroblast.,1862,image,0.7318816184997559,0.1378761380910873,conch,human,skin,HSPD012,2,1.0,87
fibroblast.,1862,train_mean,0.6321830153465271,0.1534193754196167,conch,human,skin,HSPD012,2,1.0,87
immature innate lymphoid cell.,26,image,0.4932253956794739,0.171098381280899,conch,human,skin,HSPD012,2,1.0,87
immature innate lymphoid cell.,26,train_mean,0.362434834241867,0.1869386881589889,conch,human,skin,HSPD012,2,1.0,87
keratinocyte.,171,image,0.8659019470214844,0.0799153894186019,conch,human,skin,HSPD012,2,1.0,87
keratinocyte.,171,train_mean,0.6392829418182373,0.1044283285737037,conch,human,skin,HSPD012,2,1.0,87
macrophage.,2784,image,0.5828326940536499,0.1503417491912841,conch,human,skin,HSPD012,2,1.0,87
macrophage.,2784,train_mean,0.4680110216140747,0.1705531477928161,conch,human,skin,HSPD012,2,1.0,87
malignant cell.,1416,image,0.7160441875457764,0.2457710206508636,conch,human,skin,HSPD012,2,1.0,87
malignant cell.,1416,train_mean,0.6215333342552185,0.2884954512119293,conch,human,skin,HSPD012,2,1.0,87
melanocyte.,972,image,0.6710623502731323,0.2912818193435669,conch,human,skin,HSPD012,2,1.0,87
melanocyte.,972,train_mean,0.6012484431266785,0.335483968257904,conch,human,skin,HSPD012,2,1.0,87
monocyte.,230,image,0.2498397231101989,0.2128056287765503,conch,human,skin,HSPD012,2,1.0,87
monocyte.,230,train_mean,0.0914468243718147,0.2285334169864654,conch,human,skin,HSPD012,2,1.0,87
natural killer cell.,102,image,0.0978163853287696,0.1702225357294082,conch,human,skin,HSPD012,2,1.0,87
natural killer cell.,102,train_mean,-0.0625655353069305,0.1811670362949371,conch,human,skin,HSPD012,2,1.0,87
oligodendrocyte.,412,image,0.6556775569915771,0.2519711256027221,conch,human,skin,HSPD012,2,1.0,87
oligodendrocyte.,412,train_mean,0.5614548921585083,0.2925345599651336,conch,human,skin,HSPD012,2,1.0,87
smooth muscle cell.,82,image,0.7321035265922546,0.0775500833988189,conch,human,skin,HSPD012,2,1.0,87
smooth muscle cell.,82,train_mean,0.825516402721405,0.0742927193641662,conch,human,skin,HSPD012,2,1.0,87
stratified epithelial cell.,42,image,0.4203971922397613,0.189981609582901,conch,human,skin,HSPD012,2,1.0,87
stratified epithelial cell.,42,train_mean,0.3538283109664917,0.2010978758335113,conch,human,skin,HSPD012,2,1.0,87
B cell.,70,image,0.1519650220870971,0.0900102406740188,conch,human,skin,PDHS029,0,1.0,89
B cell.,70,train_mean,-0.0442772284150123,0.1146222129464149,conch,human,skin,PDHS029,0,1.0,89
"CD4-positive, alpha-beta T cell.",42,image,0.3186428546905517,0.0532927475869655,conch,human,skin,PDHS029,0,1.0,89
"CD4-positive, alpha-beta T cell.",42,train_mean,0.0509521439671516,0.088737852871418,conch,human,skin,PDHS029,0,1.0,89
"CD8-positive, alpha-beta T cell.",367,image,0.3174241781234741,0.0877390429377555,conch,human,skin,PDHS029,0,1.0,89
"CD8-positive, alpha-beta T cell.",367,train_mean,0.1269341111183166,0.1087596714496612,conch,human,skin,PDHS029,0,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,image,0.3111801147460937,0.1019691005349159,conch,human,skin,PDHS029,0,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,train_mean,0.1342276781797409,0.1191909909248352,conch,human,skin,PDHS029,0,1.0,89
GABAergic neuron.,85,image,0.098178893327713,0.0581725127995014,conch,human,skin,PDHS029,0,1.0,89
GABAergic neuron.,85,train_mean,0.155485525727272,0.0875914692878723,conch,human,skin,PDHS029,0,1.0,89
T cell.,340,image,0.3024998903274536,0.0875909999012947,conch,human,skin,PDHS029,0,1.0,89
T cell.,340,train_mean,0.127982035279274,0.1054864823818206,conch,human,skin,PDHS029,0,1.0,89
astrocyte.,54,image,-0.0005368092679418,0.0613354295492172,conch,human,skin,PDHS029,0,1.0,89
astrocyte.,54,train_mean,0.030050316825509,0.0878865122795105,conch,human,skin,PDHS029,0,1.0,89
cultured cell.,950,image,0.6105571985244751,0.1371033191680908,conch,human,skin,PDHS029,0,1.0,89
cultured cell.,950,train_mean,0.4897663295269012,0.1513756513595581,conch,human,skin,PDHS029,0,1.0,89
endothelial cell of lymphatic vessel.,78,image,0.6708531379699707,0.0610512569546699,conch,human,skin,PDHS029,0,1.0,89
endothelial cell of lymphatic vessel.,78,train_mean,0.5402998328208923,0.0731178820133209,conch,human,skin,PDHS029,0,1.0,89
endothelial cell of vascular tree.,1618,image,0.6093239188194275,0.135708674788475,conch,human,skin,PDHS029,0,1.0,89
endothelial cell of vascular tree.,1618,train_mean,0.5178923010826111,0.146890714764595,conch,human,skin,PDHS029,0,1.0,89
endothelial cell.,2110,image,0.6145105361938477,0.0722935423254966,conch,human,skin,PDHS029,0,1.0,89
endothelial cell.,2110,train_mean,0.6139563322067261,0.0735412091016769,conch,human,skin,PDHS029,0,1.0,89
enterocyte.,38,image,0.2873246073722839,0.10887311398983,conch,human,skin,PDHS029,0,1.0,89
enterocyte.,38,train_mean,0.098242200911045,0.0989733412861824,conch,human,skin,PDHS029,0,1.0,89
epithelial cell of lower respiratory tract.,891,image,0.6117516160011292,0.1176781058311462,conch,human,skin,PDHS029,0,1.0,89
epithelial cell of lower respiratory tract.,891,train_mean,0.5110876560211182,0.128227949142456,conch,human,skin,PDHS029,0,1.0,89
epithelial cell of proximal tubule.,112,image,0.6125526428222656,0.064097374677658,conch,human,skin,PDHS029,0,1.0,89
epithelial cell of proximal tubule.,112,train_mean,0.4708165228366852,0.0742618963122367,conch,human,skin,PDHS029,0,1.0,89
epithelial cell.,326,image,0.6103459000587463,0.1185804009437561,conch,human,skin,PDHS029,0,1.0,89
epithelial cell.,326,train_mean,0.5105302929878235,0.1289402395486831,conch,human,skin,PDHS029,0,1.0,89
erythroblast.,40,image,0.2904125154018402,0.0610388778150081,conch,human,skin,PDHS029,0,1.0,89
erythroblast.,40,train_mean,0.2068945467472076,0.0797758623957634,conch,human,skin,PDHS029,0,1.0,89
fibroblast.,743,image,0.2941259443759918,0.1972973793745041,conch,human,skin,PDHS029,0,1.0,89
fibroblast.,743,train_mean,0.2869705259799957,0.1964962780475616,conch,human,skin,PDHS029,0,1.0,89
glutamatergic neuron.,63,image,0.0511743947863578,0.0604345463216304,conch,human,skin,PDHS029,0,1.0,89
glutamatergic neuron.,63,train_mean,0.0485128611326217,0.087736889719963,conch,human,skin,PDHS029,0,1.0,89
innate lymphoid cell.,104,image,0.423804223537445,0.0504658296704292,conch,human,skin,PDHS029,0,1.0,89
innate lymphoid cell.,104,train_mean,0.1847020387649536,0.080094538629055,conch,human,skin,PDHS029,0,1.0,89
intestinal epithelial cell.,52,image,0.2660330533981323,0.1275404840707779,conch,human,skin,PDHS029,0,1.0,89
intestinal epithelial cell.,52,train_mean,0.0505870357155799,0.1264726519584655,conch,human,skin,PDHS029,0,1.0,89
macrophage.,1713,image,0.2875615060329437,0.1009059771895408,conch,human,skin,PDHS029,0,1.0,89
macrophage.,1713,train_mean,0.2223944664001464,0.1101196780800819,conch,human,skin,PDHS029,0,1.0,89
malignant cell.,332,image,0.5737517476081848,0.1688847839832306,conch,human,skin,PDHS029,0,1.0,89
malignant cell.,332,train_mean,0.4650960564613342,0.1821520626544952,conch,human,skin,PDHS029,0,1.0,89
mammary alveolar cell.,35,image,0.1765168905258178,0.1846693605184555,conch,human,skin,PDHS029,0,1.0,89
mammary alveolar cell.,35,train_mean,0.3172855675220489,0.1757235676050186,conch,human,skin,PDHS029,0,1.0,89
mast cell.,20,image,0.1803251802921295,0.0660227835178375,conch,human,skin,PDHS029,0,1.0,89
mast cell.,20,train_mean,0.0198041666299104,0.0887830778956413,conch,human,skin,PDHS029,0,1.0,89
microglial cell.,22,image,0.0621531456708908,0.0579369813203811,conch,human,skin,PDHS029,0,1.0,89
microglial cell.,22,train_mean,0.0671129524707794,0.0865029990673065,conch,human,skin,PDHS029,0,1.0,89
monocyte.,113,image,0.2781256139278412,0.0955445989966392,conch,human,skin,PDHS029,0,1.0,89
monocyte.,113,train_mean,0.2110157459974289,0.1063184887170791,conch,human,skin,PDHS029,0,1.0,89
myeloid cell.,50,image,0.2791989147663116,0.0521591491997242,conch,human,skin,PDHS029,0,1.0,89
myeloid cell.,50,train_mean,0.2126578241586685,0.0768312290310859,conch,human,skin,PDHS029,0,1.0,89
native cell.,66,image,0.4234786331653595,0.0627331584692001,conch,human,skin,PDHS029,0,1.0,89
native cell.,66,train_mean,0.4891005158424377,0.0705843344330787,conch,human,skin,PDHS029,0,1.0,89
natural killer cell.,139,image,0.3762403726577759,0.053089328110218,conch,human,skin,PDHS029,0,1.0,89
natural killer cell.,139,train_mean,0.1518904715776443,0.0816330984234809,conch,human,skin,PDHS029,0,1.0,89
neutrophil.,268,image,0.515960693359375,0.0573362000286579,conch,human,skin,PDHS029,0,1.0,89
neutrophil.,268,train_mean,0.4341722726821899,0.0697344467043876,conch,human,skin,PDHS029,0,1.0,89
oligodendrocyte.,30,image,0.0163906384259462,0.0578663274645805,conch,human,skin,PDHS029,0,1.0,89
oligodendrocyte.,30,train_mean,0.0676145926117897,0.0869496390223503,conch,human,skin,PDHS029,0,1.0,89
plasma cell.,235,image,0.0413094460964202,0.123779758810997,conch,human,skin,PDHS029,0,1.0,89
plasma cell.,235,train_mean,-0.0621027611196041,0.1424637883901596,conch,human,skin,PDHS029,0,1.0,89
smooth muscle cell.,57,image,0.3139967024326324,0.1914625763893127,conch,human,skin,PDHS029,0,1.0,89
smooth muscle cell.,57,train_mean,0.4685249626636505,0.1786888539791107,conch,human,skin,PDHS029,0,1.0,89
stromal cell.,450,image,0.3917923867702484,0.0949592217803001,conch,human,skin,PDHS029,0,1.0,89
stromal cell.,450,train_mean,0.4447074234485626,0.0955441072583198,conch,human,skin,PDHS029,0,1.0,89
B cell.,70,image,0.1257802546024322,0.0915728583931922,conch,human,skin,PDHS029,1,1.0,89
B cell.,70,train_mean,-0.0442772284150123,0.1146222129464149,conch,human,skin,PDHS029,1,1.0,89
